ax,ay,az,gx,gy,gz
8716,5912,-656,-263,-387,-387
13040,7428,5648,397,466,279
15900,9348,-1240,-398,373,381
12916,6372,5696,39,-422,207
14048,15956,-480,-121,240,152
14476,8004,4228,246,-316,-272
16580,9412,3164,-82,78,187
14076,9448,6008,-275,-370,-1052
12436,8960,1984,372,-117,-111
14552,7912,-400,-302,321,116
14264,5164,8992,58,244,-235
13224,13652,-3120,-113,945,172
13876,6192,4032,318,-114,208
16900,11956,4552,-263,421,391
12116,6632,3664,-76,-178,-641
14360,11184,4496,473,297,379
15164,7596,4268,-151,-356,-477
12040,5720,2424,171,-144,249
9632,10088,-804,-273,-275,-66
14000,7288,6348,391,20,236
17928,11436,3748,-388,269,649
12208,5848,3096,-22,-700,-137
13976,12400,-2212,57,606,5
15424,6752,7324,366,-194,-323
15740,7200,640,-179,58,-130
8904,5740,-660,-143,-158,-781
13016,9580,5188,504,504,329
15160,8816,-624,-412,112,20
14988,7144,4184,15,-282,439
12760,12456,-1100,-155,292,183
14220,6748,3560,391,-219,-194
16552,11216,4192,-103,250,516
11876,6124,1336,-150,-602,-868
11244,9676,-996,332,121,26
12780,7320,2852,-157,-441,-191
14512,6656,5004,-17,121,403
12020,10464,4284,-254,-196,212
13940,10208,4404,524,286,515
17744,10204,5584,-435,-98,-190
15112,6260,3564,226,73,312
10056,7964,-5392,-113,210,-649
13896,10020,7632,503,23,-103
16364,7588,4352,-407,7,-8
14588,7316,3124,-20,-87,455
12868,12668,796,-140,119,195
15640,11744,6152,373,59,-186
16576,10432,-40,-241,43,-83
13812,5452,7540,-14,-353,-462
10888,10852,-2336,-149,69,-237
13232,5792,4204,322,-259,-2
17396,11460,1472,-352,528,656
12944,5016,4640,-84,-672,-50
14836,12160,2272,337,942,198
12996,7460,140,-168,-286,-194
12152,3488,1436,154,-161,-418
14016,13216,3844,37,765,-358
11604,5812,4800,58,-483,-86
14372,7308,4868,-118,-88,530
11816,12464,-4288,-204,351,241
15592,8060,6044,313,-172,72
16488,11756,4120,-258,345,307
11420,7544,-536,-236,-233,-630
14372,6332,3508,549,111,-374
15592,8836,2804,-265,186,93
11272,7208,7836,-175,-1056,-443
13420,9152,5652,508,310,393
15048,7492,-744,-360,546,225
12324,4968,6592,-170,-591,-71
16528,14060,3836,183,513,468
15352,9416,1636,-252,74,-67
14324,7652,6280,77,-197,-139
15232,15096,4232,11,305,52
12748,5732,-1268,213,-50,-531
14468,4840,4952,118,98,55
10172,9860,-4,-175,-50,-379
13812,5512,6348,377,-173,-118
15400,8188,5132,-352,346,313
8948,6500,-1692,-372,-74,-277
14864,9960,5460,415,71,445
18036,11196,4764,-324,556,623
12992,6268,3868,-126,-257,-495
13576,10076,2008,461,471,211
17204,10472,4132,-306,303,-50
13032,3660,7424,183,-590,-428
13436,10948,-1496,67,355,-347
12572,6076,2916,-51,-348,-470
11900,4740,2448,120,-316,439
11416,12164,-2300,-295,-13,-52
13756,5412,4776,160,-212,-83
16152,10516,3688,-247,339,731
11208,7908,1520,-181,-250,-286
13056,10000,1432,411,56,217
17188,11288,-1528,-334,124,-73
12252,3504,2920,165,-448,-464
13232,12484,-2048,7,711,-431
12600,5180,4420,201,-275,-363
14836,7364,2332,-209,449,412
10316,7156,1996,-297,-223,-224
14216,9976,5724,426,220,618
16352,11096,-1936,-346,372,233
13144,7104,5692,21,-314,-312
15780,14928,4280,55,299,-31
13368,4416,4440,275,-451,-465
15384,8944,2016,-216,163,-147
11516,9636,4024,-245,-454,-491
13844,8644,7428,386,162,203
16392,10844,3552,-407,409,465
13068,5820,7396,-88,-466,-64
16996,12816,7832,197,613,475
15516,8444,6420,-182,-37,-195
13620,7640,2940,194,43,158
13760,11812,4420,127,552,42
15396,5580,7968,287,-231,-577
16164,6400,5444,-115,255,-45
10588,9008,1308,-231,-369,-416
12276,5172,5428,535,-93,181
16228,10452,3504,-417,410,481
12500,5116,6312,-276,-600,-427
15316,10664,3940,327,617,682
15536,9584,160,-390,90,285
13020,5932,5660,10,-488,-287
15440,13600,-624,148,798,-76
14800,9552,2680,-67,-91,-186
12884,4448,4704,269,-191,-173
14192,11764,-804,-72,570,-509
12896,5332,4148,156,-185,-457
11960,5340,2416,10,-16,630
11140,8956,4556,-333,-301,-4
14576,5700,6224,294,123,-59
18328,12220,7060,-373,534,610
11284,8460,1496,-261,-77,-430
13640,11720,1528,342,-107,36
18000,11740,1476,-245,567,212
12228,7164,4432,112,-807,-310
12508,10508,556,376,250,165
15128,8236,1272,-361,-313,-416
12036,3276,6432,129,-206,-276
12316,11276,-876,-61,673,86
13940,7404,5396,23,-333,-20
15976,9080,4172,-39,195,880
11624,9800,-1968,-336,-310,-318
14828,9012,-320,493,398,-215
15988,8796,-484,-193,404,253
9308,3536,1060,-74,-637,-747
11236,9024,-1696,444,241,524
13328,6104,5076,-237,-393,-169
14140,4540,6696,-52,-36,168
13492,12996,-792,-300,164,261
14564,7860,3876,370,-10,150
16976,12128,4584,-241,485,439
12504,8360,1768,-144,-286,-756
14460,8524,7644,518,341,-24
14904,7832,-1708,-368,-80,-455
12020,3452,6284,178,-138,-97
12648,11568,-3636,-155,1016,-75
15892,6324,8332,298,89,262
15736,11260,2200,-300,508,382
13276,9036,4800,-225,-9,-843
15908,11284,10244,424,-40,306
16980,8444,6096,-287,-457,-500
11916,5596,2796,76,-449,313
10376,11452,-4756,-293,-8,26
14856,7112,5732,317,-63,198
16604,12468,-2016,-380,548,408
12248,5712,2976,104,-436,-343
14808,11092,332,192,634,-33
11720,5592,512,64,-430,-655
13664,5916,5460,-33,-150,358
9592,6508,-328,-195,108,-158
15296,9308,8124,388,235,389
15444,9720,-1904,-380,170,491
12292,5564,3104,27,-466,-319
16020,14012,4944,7,512,-57
13536,6224,1980,283,54,-580
14248,8368,1964,-134,200,80
9044,7932,336,-91,-93,-241
13136,7792,4248,424,469,430
16716,10888,-320,-375,370,391
12804,5680,7048,61,-418,6
14664,14408,3468,-33,501,19
14624,5952,3656,383,-451,-220
16532,10164,5300,-273,244,87
7652,1308,-1104,13,-774,-175
12988,8944,-144,156,784,347
14228,6956,7632,42,-448,121
16940,9356,3592,-220,250,355
12156,6960,2780,-86,-351,-801
15320,10804,10140,351,264,155
13548,6492,7740,-75,-435,-254
14016,6628,4456,-129,53,705
12228,7656,3764,-202,-42,-137
13276,10796,2284,457,412,140
13024,7540,-132,-230,-544,-262
13784,5988,5760,121,-209,-192
9680,8572,3060,-190,-213,-167
13576,7360,5640,346,67,236
17688,9940,6252,-314,353,468
13796,5748,7408,30,-306,16
14740,12812,5368,-28,425,-127
14964,6720,7456,418,-214,-458
14916,9708,736,-236,263,293
10024,3020,7604,-50,-801,-231
13196,13124,-940,-143,458,258
13936,6828,7440,42,-335,45
16816,12140,3400,-204,308,480
12652,8532,2244,-238,-237,-798
12496,10268,-2348,527,168,64
13376,7628,2056,-273,-400,-524
13072,5688,6648,112,-385,426
10444,8248,2192,-314,-305,-16
14624,9084,5060,422,150,484
17068,10736,5356,-333,287,162
12952,7180,3760,172,-201,49
9360,8052,-5424,-209,-158,-451
11428,5416,1176,441,-239,-318
16136,6488,5760,-297,385,277
12860,4608,7508,-59,-193,-32
12176,13056,-1576,-221,-31,397
15564,9008,3404,406,74,-179
17288,10124,-148,-272,397,203
11708,2516,2224,83,-216,-800
13692,13108,2756,-134,-35,-153
13564,5692,4336,367,-124,-24
16796,11424,1324,-458,392,639
11136,5652,1624,82,-397,-96
15400,16688,1668,13,753,114
14640,6392,6144,545,-131,-276
14240,9516,584,-258,402,78
9352,2140,820,62,-582,-90
12620,11780,-4188,-313,458,13
17548,9392,9448,295,-262,209
17032,12740,-508,-315,608,420
13220,5328,6036,88,-501,-335
14248,11676,-1480,77,646,-301
13064,5400,4920,277,-635,-428
16024,10524,5276,-327,328,503
12956,5940,7380,-124,-430,-58
14368,13520,4192,-66,508,168
15772,6160,7824,455,-97,-208
15564,8560,3368,-241,244,177
9232,1600,136,27,-1015,-259
12168,11748,-3408,-110,1167,-16
12572,5136,340,343,-48,32
17928,12724,1472,-365,596,343
12292,5912,3644,87,-585,-419
14412,12792,2412,-114,415,-478
12240,5244,4120,479,-148,-145
17516,10572,5704,-419,619,448
12656,5468,7688,-23,-829,121
12876,15476,-4252,-63,320,76
13400,4504,2608,540,-154,-214
15480,10068,328,-302,402,-12
10732,4536,7452,6,-899,-112
14340,13400,500,-33,989,81
13488,7340,3196,313,-14,245
17944,12296,5456,-292,528,344
12396,8620,2364,-29,-344,-571
12396,9060,-1452,485,654,287
12664,6268,2468,-100,-379,-397
14680,6848,6176,42,12,590
11228,10044,3144,-311,-470,148
15084,7088,4960,419,59,132
17300,11524,860,-354,352,15
11840,3852,1964,142,-489,-329
14044,13040,2592,-59,530,-462
13928,5748,6428,231,-541,-226
16840,10640,5664,-365,369,414
11752,5780,276,-218,-210,-211
15864,12880,4136,315,747,299
14016,8292,1352,-53,-364,-296
15356,7736,4080,25,28,-15
10252,10096,1056,-177,-359,-338
13904,7632,6444,380,350,416
16160,10244,-776,-305,369,397
14232,7352,6616,69,-5,-148
11708,12048,-5372,167,700,-43
12544,5340,5288,428,-142,-499
14544,9628,4128,-327,257,383
11456,4836,1192,-316,-314,-177
14964,9944,4572,454,79,319
18672,11328,5184,-243,641,294
11220,6052,3048,-98,-466,-781
11608,4884,1400,399,-99,-170
15124,9644,1408,-358,495,508
11896,6824,2412,-119,-184,-245
14220,11436,3652,309,-56,103
17064,11700,2396,-209,451,260
11248,6912,6772,-71,-275,-882
10416,4788,868,512,330,100
16648,12500,-928,-338,501,729
11792,8056,1536,-236,-10,-347
15668,7112,6584,513,191,-197
16320,9328,5148,-196,160,37
9188,5244,2032,-135,-251,-288
14928,7312,6276,290,-145,87
17324,11436,2984,-287,509,580
12684,10308,2064,-154,-107,-543
13240,6148,3036,427,-114,-477
14232,10512,3844,-183,-74,555
8188,6056,-2652,-315,-14,-220
14404,7200,1876,476,102,279
16604,12092,3420,-131,609,350
9360,5180,-3596,-190,-400,-870
13684,6712,11108,445,-438,19
17248,11176,4712,-408,453,414
10144,9536,-1760,-142,-10,220
14960,9392,428,453,353,-335
17156,9312,4344,-88,67,214
10604,9972,1860,-192,155,-633
13824,5040,5360,132,-312,-71
15560,8712,4684,-80,-223,896
12756,12320,-2644,-195,341,-127
14928,6832,5560,276,-79,-428
13044,4804,6564,98,-362,-139
11696,11212,-2728,-26,469,105
16184,9052,1808,-396,-75,-20
12456,5948,6700,-70,-769,28
15804,11692,7252,537,495,126
17244,10908,4076,-61,469,371
13812,11204,3108,-218,64,-712
12008,5004,2620,-34,-547,-561
10112,2040,3472,58,-490,-323
13412,9668,1032,357,454,438
17376,11984,4464,-356,531,666
9756,9828,-2876,-307,-527,399
13032,6680,4944,166,-164,-103
14184,7588,3032,73,-130,-16
15496,12852,4888,449,566,356
17024,8940,2020,-213,304,240
14556,10348,7020,-303,-570,-968
12132,5528,-448,221,-308,-550
12740,4428,9080,41,-621,-80
14124,11040,7644,409,368,769
16684,9304,5536,-348,268,472
8800,6728,-1756,-259,34,-180
14924,5736,6104,132,-224,-79
14252,7088,4172,110,-111,685
14760,13332,400,165,542,614
18440,11468,6728,-356,212,394
12632,8028,1232,-260,-150,-493
15772,6088,8692,288,-194,-333
16752,9268,3596,17,301,130
13388,13820,-160,-10,483,9
16652,9092,7356,-248,-357,-211
12836,7816,4720,110,-853,-326
15280,7240,8152,573,99,-444
15436,6548,572,-179,143,-144
12688,10464,724,-135,260,-505
12364,6664,1088,-101,-350,-675
10464,2532,1300,65,-669,-596
12532,8696,2920,423,85,225
14244,9128,988,-246,109,574
8372,5412,276,-169,-355,-282
13268,6276,3776,305,-256,-71
15112,6432,6620,-80,258,674
12764,13620,-3228,-341,321,30
13720,7964,5136,18,-269,86
15804,7408,5124,115,-192,680
14684,13008,5196,-90,147,443
15396,8992,5700,-233,-44,-73
11560,6424,2488,21,-158,-151
15816,13184,916,283,889,25
17044,10892,2576,-309,-330,-149
13884,4456,8240,190,-400,-269
14680,11576,4900,449,307,316
16000,8420,4976,-332,-29,-478
11152,3300,5592,25,-529,-673
12168,9548,768,467,498,324
15136,8964,2508,-378,-261,-198
10352,3268,8084,67,-665,-63
11436,9004,-3212,237,804,414
14896,8312,-312,-359,-103,-71
13844,6876,6444,23,-287,339
14860,13056,5780,-96,334,444
13336,6968,3856,34,-178,-287
15656,7408,4412,65,416,164
15032,13680,4508,-243,35,-216
15628,7708,7912,510,-301,-156
16920,9232,6316,-227,23,-76
13780,10172,6184,-255,-262,-978
14376,10180,8764,506,39,-79
14192,9472,1264,-263,365,426
11200,3568,6124,-170,-604,-207
14480,10448,1972,185,676,514
15712,10000,6720,-230,-345,49
14416,6340,2972,130,-44,678
12908,13052,284,-223,185,-3
13836,5480,4728,479,-85,-350
15924,10004,636,-105,292,455
11848,5636,5212,-112,-634,-954
10684,8800,-1420,377,219,374
11776,6160,2512,-202,-393,-339
14176,6116,4016,-29,121,507
10588,9432,-1268,-260,-392,178
14516,7720,5216,447,137,269
16780,10724,-972,-296,378,-39
12724,5144,2972,211,-397,-219
11684,10608,-1232,-153,274,-514
12964,5924,4076,473,-137,-161
17100,11264,1260,-445,393,590
12504,6496,3864,28,-573,62
15444,16532,4036,-7,915,73
15340,7380,6528,451,-267,-345
15092,9944,1312,-284,291,128
11912,2844,4692,-5,68,-241
13252,11540,4564,-148,334,311
16336,9956,8256,399,67,-135
16860,10088,124,-354,-118,-311
12128,6688,1736,38,-427,-50
10636,9780,3160,-254,-66,-197
15772,11388,7444,397,322,632
15500,9812,3432,-270,-109,-291
16192,8032,312,103,72,377
9172,6548,-2764,-110,-181,-822
12760,9376,-1528,241,263,565
14056,9684,2272,-142,-352,83
16792,12140,4160,-220,206,395
11988,7600,1880,-8,-386,-550
12216,11240,108,126,501,-230
12652,4360,3760,204,-156,-199
16228,12184,-1872,-393,494,738
12492,5364,5112,-28,-535,-272
14588,13672,624,22,507,38
14036,5644,6840,415,-309,-648
14560,9452,3676,-235,148,560
12400,4368,5076,11,-34,-124
15156,14020,5160,-163,102,362
14272,7420,12,528,495,-126
17140,10012,1232,-295,205,-191
13176,5896,7604,47,-416,-67
12124,10620,5224,-386,-439,-119
14976,10532,7120,399,177,580
17876,10592,8180,-357,-260,-210
14348,7436,2724,165,11,307
10808,7976,824,-327,-477,-882
11340,6656,340,304,420,293
13908,10100,1408,-216,-510,69
16060,9068,2876,-120,382,498
11708,7392,1128,-98,-243,-568
12104,9664,-1424,503,899,102
11552,4592,3876,73,-460,-255
14360,7864,1648,-179,651,735
12196,6612,2740,-120,-8,-318
14204,12852,1024,285,983,210
12920,5568,-56,9,-574,-418
15000,7860,1616,-156,301,-66
10328,5292,2732,-210,-510,-293
16016,11600,5452,194,593,503
13740,8624,3340,-197,-569,-112
16044,9652,2176,-105,378,222
13248,9216,3668,-76,-395,-640
14164,11016,8400,405,100,91
12776,6436,796,-156,-504,-161
16164,9024,7240,-99,-12,653
10952,9992,-800,-157,-14,28
13496,10180,1972,485,458,76
16964,10212,3196,-278,-399,-240
13272,6236,3740,48,-412,-286
10048,9892,-1604,-233,-57,-277
12428,6756,3688,347,-175,215
18180,11300,6460,-367,261,649
11944,5824,3512,34,-538,21
15108,14724,5448,-53,435,23
13044,4884,1184,337,-443,-282
15728,9520,3752,-254,161,-11
6348,1140,-3116,-60,-1150,-196
13188,9736,1388,290,596,525
13180,7036,2664,-254,-523,-78
16356,9860,5524,-50,-57,787
13236,9068,3300,-224,157,-534
16004,11824,5844,431,33,-15
15724,7704,4540,-282,-69,-226
11632,3676,1568,36,-138,-723
8792,9360,-4164,-172,-173,-104
13888,7008,5764,356,-224,-92
17816,11180,4016,-356,532,725
12384,5568,5816,-62,-678,-14
14672,14092,4772,21,578,122
13532,7964,960,200,-68,-386
16896,7792,4896,51,263,280
14056,10096,6724,-402,-441,-1037
12912,6876,4076,485,3,-199
14136,9776,2040,-283,319,505
11212,3700,6404,-51,-464,-275
14576,10088,3212,197,494,447
17432,9616,4776,-299,-148,65
15144,8016,4280,91,-183,576
13544,14744,788,-116,485,251
14408,5788,5180,340,-166,-136
16664,10312,5024,-197,247,317
12380,8024,1408,-163,-227,-527
15908,6968,6588,500,-99,-217
17520,9240,4160,-232,417,39
10108,3780,2372,22,-548,-684
11496,9460,-276,349,212,455
16064,9028,5192,-359,-483,-315
11940,2532,4924,223,-18,-151
14436,11628,6628,-137,251,177
12984,5972,7148,-140,-391,-98
14852,6980,3700,-35,-198,691
13108,11376,5460,-150,240,356
15000,6672,5888,360,-101,24
17160,11740,2648,-327,412,392
12848,8548,2152,-333,-101,-814
16272,9008,8764,436,-36,-135
17924,10148,2528,-286,321,113
11128,4164,3140,139,-629,-453
11952,9400,-2880,411,801,113
14972,8660,4448,-279,-492,-536
13192,4960,9076,41,-352,-225
11924,11652,-5256,-31,798,-72
12860,5136,2912,155,-211,-127
14344,5948,7028,-152,-146,637
11272,9840,3096,-290,-141,73
15816,8288,5604,259,-14,-96
16556,12304,-532,-349,429,677
12792,7712,3008,-266,-236,-328
15264,10872,6096,543,375,475
18028,12100,1964,-383,211,281
13520,7348,4196,43,-368,-410
16072,12156,2948,353,873,90
17524,10076,8760,-224,-388,-215
12512,4728,4800,202,-338,-206
13244,11400,-1788,37,442,-256
13844,5436,5236,238,101,-708
14980,7696,7156,-47,-71,304
8568,5844,380,-162,-244,-161
12844,5420,6520,378,-203,185
17684,11348,3988,-426,473,577
12916,7080,3060,-129,-815,27
15448,13552,-304,201,754,134
13444,8424,-388,-64,79,-321
15780,6668,2960,192,12,226
10140,9100,-3708,-192,330,-751
11828,4732,6012,430,-413,-6
14408,9912,-1764,-345,683,569
11880,6112,1508,-248,-728,-198
14544,11952,1156,280,821,419
13824,6860,3244,-112,-91,-195
13900,5076,5120,149,-219,-60
9532,10416,1784,-192,-94,-319
14044,6652,5776,268,-261,-84
16760,12468,-1420,-372,569,715
11860,6712,376,-109,125,-369
13728,10384,1992,343,603,287
14136,8580,2336,-260,-480,-266
12656,3756,3860,58,-382,-394
9124,9256,-6236,-176,-112,-70
14156,3900,6652,245,-256,-144
16968,11848,2372,-406,368,558
11896,7244,524,-138,15,-308
15676,12648,3236,387,945,225
13164,7948,-1660,-57,-29,-173
13808,4916,2592,173,109,-22
9788,9220,-1888,-153,77,-431
12540,5236,8120,345,-438,9
14788,10240,-1640,-388,527,581
12556,5660,7300,-131,-619,-149
16468,13404,4660,208,690,294
13440,7640,1052,-55,-361,-455
16500,8636,2256,112,222,395
10584,8076,-2256,-304,-305,-1000
13748,9672,5388,391,-43,-120
14736,7308,1520,-455,-43,-162
14080,7140,1448,-9,-255,278
15548,10068,8868,414,163,190
11380,5824,1068,-152,-465,-202
13124,5592,4288,9,-17,523
11364,10516,1064,-320,-452,162
16076,7820,6208,430,-125,237
18928,11632,4452,-405,404,316
12260,6868,1632,83,-543,-348
13628,10544,-984,316,668,93
14104,5652,6632,-26,-622,-677
11980,5640,956,52,-231,449
9040,6884,704,-184,-171,-150
12892,6948,5384,349,328,355
16616,10892,-1092,-319,450,508
11708,5644,5072,44,-517,-105
16148,15828,6780,46,643,56
14676,7804,2808,131,-301,-373
16324,6784,3208,53,343,151
11700,8968,616,-328,-48,-1057
11796,6632,3584,498,-323,-155
12420,9284,-2072,-194,322,601
9504,5880,1284,-173,-675,-193
13492,7820,4120,436,452,443
17664,10824,6352,-410,308,501
12080,5192,4964,-135,-651,-120
15880,11740,3928,299,417,702
17612,10388,6324,-282,370,249
11828,5436,2952,-45,-637,-308
13912,11936,676,362,852,113
14452,8396,2388,-261,-502,-149
13164,5332,6504,164,-505,-209
13192,12804,-1640,4,434,-241
12896,6080,5140,69,-301,-612
13752,6900,4832,90,-213,438
10324,10528,1184,-256,-151,-40
14368,7036,3692,350,-65,-19
17440,10440,5704,-393,307,517
12792,7764,2308,-235,-241,-97
14300,10972,3528,490,127,514
17004,12536,-236,-391,344,310
13432,7304,4192,-62,-598,-465
15548,12704,7364,413,354,404
15000,7824,3052,-192,-393,-207
12148,2756,1852,149,-247,-672
11636,11812,-5156,-39,402,-298
12880,6292,6532,-35,-688,-386
14512,6160,7552,86,-29,504
10704,10392,-740,-326,29,-29
15320,7708,4368,308,29,45
16160,12648,-1044,-231,624,797
14112,7664,5720,-107,-263,-351
14700,12304,1812,373,429,341
16400,10820,-1488,-331,-59,-36
12624,5456,3452,143,-454,-193
13584,11900,-1008,88,429,-209
12536,4668,3036,192,-655,-627
15420,9344,5796,-261,-172,328
10140,3472,3412,-167,-613,-142
14320,10168,2560,356,574,522
17304,9912,4344,-366,-184,-5
14988,6980,5036,105,-87,658
12896,12540,-2304,-125,362,-3
13232,5864,2908,438,76,-209
17228,10008,3612,-128,159,326
14476,10156,6868,-159,267,-878
14424,6888,7824,383,-369,-422
13064,9980,-944,-245,-122,376
10348,5924,4452,-210,-511,-197
13976,8812,4136,370,25,173
16020,12560,-1180,-340,557,754
13792,7100,5264,-156,92,-514
13960,11324,3136,433,540,234
18100,11472,1296,-306,-38,-160
11936,2840,6188,84,-577,-635
10632,9128,-3548,396,686,225
13512,6976,6432,-290,-551,-81
13784,4268,7596,-150,-309,18
14672,15252,1784,-20,635,488
13272,8516,1716,136,-146,-134
17044,10456,4276,-37,350,137
12404,10748,-1284,-110,208,-393
14316,7592,8484,499,-346,-461
15280,10600,5668,-227,87,111
9068,6360,-844,-110,-428,-160
12668,7640,1808,498,379,349
16608,11544,1136,-385,357,651
13692,7212,6640,-163,-430,-309
14556,10156,4816,330,326,334
16888,10344,3384,-373,297,-77
12468,5264,4500,161,-571,-339
13652,11096,1932,454,826,112
13600,7920,2460,-234,-453,-464
10128,2880,-220,120,-248,-412
11380,11000,-3836,11,470,248
14300,7852,7060,-178,-611,-74
15816,7672,5340,17,119,565
14440,13944,2376,-199,207,371
13120,7952,2368,184,-270,97
16524,8732,3692,-108,295,254
13172,10476,656,-182,513,-407
15376,6972,7872,556,-77,-191
15444,9316,3020,-218,84,170
8744,4400,-4192,-108,-216,-901
11952,8784,996,412,-44,-128
14476,9644,-576,-233,384,426
10768,3008,4284,-132,-579,-358
14544,9916,4200,181,516,533
14596,7228,1388,-391,-145,95
12688,6112,4428,85,-101,290
12760,14884,-2352,-68,127,452
14796,8648,5108,-107,-449,-115
14796,7428,2908,161,454,258
16044,13948,6984,-91,388,-279
15436,7064,6568,493,-414,-133
15744,9488,5364,-145,54,173
12876,8568,3364,-190,-293,-930
14336,10252,8700,529,212,-324
14684,9640,1764,-222,293,337
10484,2764,4124,-129,-753,-237
12512,9584,-1348,212,681,482
16092,7872,4036,-273,-433,-65
15308,7472,3996,66,-44,729
12860,12028,-1516,-217,329,-222
14980,9060,1484,428,103,-204
16676,10960,1560,-218,445,219
12484,2848,7068,157,-401,-597
11656,11288,-1392,39,456,-93
14144,4408,7144,241,-103,-93
14664,8340,600,-349,516,497
11984,5960,2448,-212,-164,-173
14172,11732,500,389,627,469
16512,10004,5904,-124,73,-202
14216,5160,1236,213,-36,302
